,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude,Street,Ward,District,distance_to_beach,distance_to_center,distance_to_airport
111,111,111,111,111,111,14.7,95.0,Không,Nhà mặt tiền,Không có,7.5,12.7,4,16.0792623,108.2219154, Đặng Tử Kính,Thạch Thang,hải châu,3.170417514982586,2.431241854470928,3.19271817031909
112,112,112,112,112,112,17.0,121.0,Không,Nhà mặt tiền,Không có,5.0,24.2,3,16.0756928,108.2429073, Hồ Nghinh,Phước Mỹ,sơn trà,1.2944613220717778,3.786414242544354,4.766565448596511
113,113,113,113,113,113,6.1,34.0,Không,Nhà mặt tiền,Không có,9.0,286.0,2,16.0137464,108.2044932, Bình Thái 1,Hòa Thọ Đông,cẩm lệ,7.297900694485221,5.138657187986884,4.814435111087388
114,114,114,114,114,114,7.65,90.0,Không,Nhà mặt tiền,Không có,4.5,20.0,1,16.0409045,108.216236, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4.274552178367,2.1335238989701337,2.316772417097155
115,115,115,115,115,115,31.0,78.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,29.0,3,16.0577109,108.2071212, Nguyễn Tri Phương,Thạc Gián,thanh khê,4.398151517273825,0.5298745855721378,0.4799047847964753
116,116,116,116,116,116,31.0,78.0,Không,Nhà mặt tiền,Không có,9.6,29.0,3,16.0577109,108.2071212, Nguyễn Tri Phương,Thạc Gián,thanh khê,4.398151517273825,0.5298745855721378,0.4799047847964753
117,117,117,117,117,117,24.0,190.0,Không,Nhà mặt tiền,Không có,10.0,19.0,2,16.0320034,108.2149433, Xô Viết Nghệ Tĩnh,Hòa Cường Nam,hải châu,5.041569091408144,3.081417486238519,3.0840291537183595
118,118,118,118,118,118,8.0,100.0,Không,Nhà mặt tiền,Không có,5.0,20.0,4,16.0211542,108.2065983, Hà Tông Quyền,Khuê Trung,cẩm lệ,6.528920245396716,4.295695938128101,4.0128531176394535
119,119,119,119,119,119,6.8,81.0,Không,Nhà mặt tiền,Không có,4.5,18.0,3,16.0379106,108.2149809, Nguyễn Phẩm,Hòa Cường Bắc,hải châu,4.588953251242313,2.433784662982104,2.510240200227813
120,120,120,120,120,120,14.5,106.0,Không,Nhà mặt tiền,Không có,6.2,17.0,3,16.0382864,108.2213353, Núi Thành,Hòa Cường Bắc,hải châu,4.066315876444203,2.583237451838292,2.89481433902592
121,121,121,121,121,121,13.0,90.0,Không,Nhà mặt tiền,Không có,5.0,18.0,3,16.0500842,108.2170537, Lê Đình Thám,Hòa Thuận Đông,hải châu,3.6513084003744862,1.2081348459811625,1.7301866778981936
122,122,122,122,122,122,10.5,174.0,Không,Nhà mặt tiền,Không có,9.5,20.0,3,16.0780214,108.1466968, Phạm Văn Tráng,Hòa Khánh Bắc,liên chiểu,10.88816723123961,7.239734826625399,6.415809160926546
123,123,123,123,123,123,9.5,9.0,Không,Nhà mặt tiền,Không có,11.0,19.0,1,16.0608503,108.1882335, Cù Chính Lan,Hòa Khê,thanh khê,6.36249508351294,2.508154722107072,1.5957250726212269
124,124,124,124,124,124,22.3,55.0,Không,Nhà mặt tiền,Không có,12.75,20.0,4,16.0418324,108.2478355, Trần Văn Dư,Mỹ An,ngũ hành sơn,2.551740469057354,4.34678982241341,5.124626319899286
125,125,125,125,125,125,11.0,198.0,Không,Nhà mặt tiền,Không có,11.0,19.0,3,16.0172054,108.2084021, Phan Văn Trị,Khuê Trung,cẩm lệ,6.737453259158979,4.711399097584559,4.470048515679327
126,126,126,126,126,126,13.0,84.0,Không,Nhà mặt tiền,Không có,4.5,19.0,3,16.0572971,108.2189031, Phan Châu Trinh,Phước Ninh,hải châu,3.178206343347473,0.8200167881529893,1.7375190636934414
127,127,127,127,127,127,22.1,7.0,Không,Nhà mặt tiền,Không có,9.0,23.0,2,16.0490814,108.2194306, Duy Tân,Hòa Thuận Đông,hải châu,3.480357239690016,1.4375325654049007,2.0072219405627982
128,128,128,128,128,128,4.9,68.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,15.0,2,16.0789946,108.2149183, Hải Hồ,Thanh Bình,hải châu,3.824309318250638,2.167457805734444,2.7433922900828707
129,129,129,129,129,129,6.2,90.0,Không,Nhà mặt tiền,Không có,5.0,18.0,3,16.0585706,108.2054324, Nguyễn Văn Linh,Hòa Thuận Tây,hải châu,4.5604363210459615,0.6753726808198405,0.3317920992642868
130,130,130,130,130,130,5.3,100.0,Không,Nhà mặt tiền,Không có,5.0,20.0,1,16.0507294,108.1792194, Nguyễn Đình Tứ,Hòa An,cẩm lệ,7.477510679119202,3.607527805824854,2.6095606978485524
131,131,131,131,131,131,13.7,31.0,Không,Nhà mặt tiền,Không có,8.5,27.0,1,16.0418324,108.2478355, Trần Văn Dư,Mỹ An,ngũ hành sơn,2.551740469057354,4.34678982241341,5.124626319899286
132,132,132,132,132,132,5.9,87.0,Không,Nhà mặt tiền,Không có,3.8,17.0,2,16.0674661,108.1932536, Thái Thị Bôi,Chính Gián,thanh khê,5.816508032438447,2.148548751079927,1.5167105211395546
133,133,133,133,133,133,14.0,98.0,Không,Nhà mặt tiền,Không có,5.1,17.0,3,16.077247,108.2196748, Lý Tự Trọng,Thạch Thang,hải châu,3.280930062097949,2.126937362188647,2.8679327567243256
134,134,134,134,134,134,11.0,76.0,Không,Nhà mặt tiền,Không có,7.0,11.0,3,16.0810631,108.217488, Lương Ngọc Quyến,Thuận Phước,hải châu,3.680746407541048,2.4490498089336112,3.078691608961818
135,135,135,135,135,135,5.3,8.0,Không,Nhà mặt tiền,Không có,5.0,16.5,3,16.0378612,108.2145629, Ngô Thị Liễu,Hòa Cường Bắc,hải châu,4.626545701464605,2.4330419184745744,2.4917462112960544
136,136,136,136,136,136,55.0,700.0,Không,Nhà mặt tiền,Không có,15.0,46.0,1,16.0579948,108.2437589, Tô Hiến Thành,Phước Mỹ,sơn trà,0.8640965818913763,3.4416108154783465,4.397996770568794
137,137,137,137,137,137,7.2,126.0,Không,Nhà mặt tiền,Không có,5.0,25.0,3,16.0943145,108.2295944, Hồ Sĩ Tân,Nại Hiên Đông,sơn trà,3.7804953192579465,4.288439754330349,5.015352797795058
138,138,138,138,138,138,7.0,50.0,Không,Nhà mặt tiền,Không có,4.0,13.0,3,16.0631819,108.1848702, Huỳnh Ngọc Huệ,An Khê,thanh khê,6.709270586723101,2.890895199502064,2.01527528262713
139,139,139,139,139,139,69.0,404.0,Không,Nhà mặt tiền,Không có,20.0,20.0,2,16.0656447,108.2017156, Điện Biên Phủ,Chính Gián,thanh khê,4.904825881595817,1.25131956440354,0.938080530690646
140,140,140,140,140,140,14.0,77.0,Không,Nhà mặt tiền,Không có,4.26,18.2,4,16.0572971,108.2189031, Phan Châu Trinh,Phước Ninh,hải châu,3.178206343347473,0.8200167881529893,1.7375190636934414
141,141,141,141,141,141,15.0,118.0,Không,Nhà mặt tiền,Không có,6.0,16.0,1,16.0784291,108.2194114, Lê Lợi,Thạch Thang,hải châu,3.3627667252479254,2.236583708847542,2.953000530041072
142,142,142,142,142,142,6.5,74.0,Không,Nhà mặt tiền,Không có,5.86,15.0,4,16.0834178,108.2180009, Ngô Chi Lan,Thuận Phước,hải châu,3.768069609815434,2.7150264062480303,3.33143385726721
143,143,143,143,143,143,6.5,125.0,Không,Nhà mặt tiền,Không có,5.0,25.0,2,16.0899243,108.2356287, Khúc Hạo,Nại Hiên Đông,sơn trà,3.049734169809512,4.218831609521078,5.053577315996597
144,144,144,144,144,144,12.0,69.0,Không,Nhà mặt tiền,Không có,4.0,18.0,1,16.0679602,108.2175171, Hùng Vương,Hải Châu II,hải châu,3.2312515821180057,1.112513799414772,1.9845936689204056
145,145,145,145,145,145,17.0,170.0,Không,Nhà mặt tiền,Không có,5.0,34.0,5,16.0245072,108.2091787, Nguyễn Hữu Thọ,Khuê Trung,cẩm lệ,6.068675813813078,3.89953512871535,3.686178641284242
146,146,146,146,146,146,8.9,9.0,Không,Nhà mặt tiền,Không có,4.5,20.0,1,16.0353736,108.2143518, Huỳnh Tấn Phát,Hòa Cường Bắc,hải châu,4.82571608044144,2.703751123259102,2.721549913201162
147,147,147,147,147,147,7.45,70.0,Không,Nhà mặt tiền,Không có,5.0,14.0,3,16.0449981,108.2167919, Nguyễn Sơn Hà,Hòa Cường Bắc,hải châu,3.959417285308429,1.7141235280933038,2.0281595984873984
148,148,148,148,148,148,17.0,77.0,Không,Nhà mặt tiền,Không có,15.0,18.0,1,16.0356237,108.2104035, Lý Nhân Tông,Khuê Trung,cẩm lệ,5.127151981943601,2.663774177670541,2.528947566180554
149,149,149,149,149,149,14.5,10.0,Không,Nhà mặt tiền,Không có,6.0,17.0,6,16.0364519,108.246453, Khuê Mỹ Đông 15,Khuê Mỹ,ngũ hành sơn,3.149140248448588,4.52497282112385,5.218808711059363
150,150,150,150,150,150,39.0,180.0,Không,Nhà mặt tiền,Không có,9.0,20.0,10,16.0555583,108.2458319, An Thượng 26,Mỹ An,ngũ hành sơn,1.0488698820230016,3.686606765375783,4.622649331913182
151,151,151,151,151,151,10.0,105.0,Không,Nhà mặt tiền,Không có,5.0,25.0,3,16.0421634,108.2109722, Đuờng Vũ Hữu,Hòa Cường Bắc,hải châu,4.652248316245228,1.9381241680788883,1.888182653617646
152,152,152,152,152,152,10.0,105.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,21.0,3,16.0421634,108.2109722, Đuờng Vũ Hữu,Hòa Cường Bắc,hải châu,4.652248316245228,1.9381241680788883,1.888182653617646
153,153,153,153,153,153,9.0,70.0,Không,Nhà mặt tiền,Không có,5.0,14.0,3,16.0253941,108.2219221, Lê Thanh Nghị,Hòa Cường Nam,hải châu,5.15968931167554,3.948814826453508,4.080164080824873
154,154,154,154,154,154,30.0,125.0,Không,Nhà mặt tiền,Không có,5.0,25.0,6,16.0728578,108.2314403, Phạm Văn Đồng,An Hải Bắc,sơn trà,1.935980386261936,2.5727102848008987,3.532021832124128
155,155,155,155,155,155,6.0,75.0,Không,Nhà mặt tiền,Không có,5.0,15.0,2,16.0753885,108.2405825, Trần Thanh Mại,An Hải Bắc,sơn trà,1.3802865231515462,3.551928548907985,4.528059934009785
156,156,156,156,156,156,18.0,90.0,Không,Nhà mặt tiền,Không có,5.0,18.0,2,16.0484004,108.2475511, An Thượng 2,Mỹ An,ngũ hành sơn,1.8247465342723463,4.039669643640456,4.901147063214384
157,157,157,157,157,157,22.0,144.0,Không,Nhà mặt tiền,Không có,9.0,16.0,2,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,2.50293418993956,3.829086990259891,4.588877644417808
158,158,158,158,158,158,20.5,8.0,Không,Nhà mặt tiền,Không có,12.0,18.0,2,16.0456361,108.2469406, Mỹ Đa Đông 12,Mỹ An,ngũ hành sơn,2.1316348375627765,4.083821479355205,4.9080305941606985
159,159,159,159,159,159,15.0,10.0,Không,Nhà mặt tiền,Không có,5.0,20.5,2,16.0483631,108.2476662, Ngô Thì Sĩ,Mỹ An,ngũ hành sơn,1.8289173674794288,4.0526589639019885,4.914039350201195
160,160,160,160,160,160,79.0,169.0,Không,Nhà mặt tiền,Không có,6.7,24.0,2,16.0693686,108.2250334, Bạch Đằng,Hải Châu I,hải châu,2.459543293465843,1.7905561800065912,2.745247382688979
161,161,161,161,161,161,9.5,50.0,Không,Nhà mặt tiền,Không có,4.5,11.0,5,16.0524115,108.2090289, Nguyễn Hữu Thọ,Hòa Thuận Tây,hải châu,4.346895782169306,0.8500454561579067,0.8639978075900642
162,162,162,162,162,162,17.0,97.0,Không,Nhà mặt tiền,Không có,4.0,24.0,3,16.0655695,108.2235849, Trần Phú,Phước Ninh,hải châu,2.56521165124785,1.4352441558965667,2.4217233289158098
163,163,163,163,163,163,15.0,86.85547250981791,Không,Nhà mặt tiền,Không có,10.0,20.0,3,16.0278331,108.2456894, Trần Hoành,Khuê Mỹ,ngũ hành sơn,4.10552862853,5.067891080145078,5.636546127978336
164,164,164,164,164,164,9.0,14.0,Không,Nhà mặt tiền,Không có,5.93,23.0,1,16.0572491,108.2429078, Nguyễn Duy Hiệu,An Hải Đông,sơn trà,0.9805890016436823,3.356247217313551,4.306093963796193
165,165,165,165,165,165,7.5,90.0,Không,Nhà mặt tiền,Không có,5.0,18.0,3,16.042319,108.2140318, Hoàng Thúc Trâm,Hòa Cường Bắc,hải châu,4.37052667335598,1.936544704351804,2.0487564401690914
166,166,166,166,166,166,25.0,313.0,Không,Nhà mặt tiền,Không có,9.6,23.0,2,16.0427332,108.2428481, Bà Huyện Thanh Quan,Mỹ An,ngũ hành sơn,2.50293418993956,3.829086990259891,4.588877644417808
167,167,167,167,167,167,19.5,137.0,Không,Nhà mặt tiền,Không có,7.0,23.0,3,16.0382864,108.2213353, Núi Thành,Hòa Cường Bắc,hải châu,4.066315876444203,2.583237451838292,2.89481433902592
168,168,168,168,168,168,35.0,126.0,Không,Nhà mặt tiền,Không có,7.0,18.0,7,16.0715117,108.239114, Morrison,An Hải Bắc,sơn trà,1.162491166030919,3.21856339831676,4.208574901738493
169,169,169,169,169,169,5.9,100.0,Không,Nhà mặt tiền,Không có,5.0,20.0,3,16.0726972,108.1559694, Phú Thạnh 4,Hòa Minh,liên chiểu,9.836776839911536,6.12894362712628,5.281943083525337
170,170,170,170,170,170,28.0,151.0,Không,Nhà mặt tiền,Không có,6.5,24.0,8,16.0493796,108.2207225, Núi Thành,Hòa Thuận Đông,hải châu,3.3445135163991093,1.4966070293743554,2.117951390785364
171,171,171,171,171,171,55.0,150.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,24.0,2,16.0602491,108.2136695, Nguyễn Văn Linh,Nam Dương,hải châu,3.6613011326956393,0.2263800987938418,1.2243334529593215
172,172,172,172,172,172,20.0,90.0,Không,Nhà mặt tiền,Không có,5.0,18.0,4,16.0490211,108.2463704, An Thượng 4,Mỹ An,ngũ hành sơn,1.760580336503864,3.89838179998538,4.763839516255708
173,173,173,173,173,173,6.25,74.0,Không,Nhà mặt tiền,Không có,4.5,15.0,2,16.0336171,108.2117836, Bàu Tràm 1,Khuê Trung,cẩm lệ,5.159766855482675,2.88256542502206,2.7879148199885933
174,174,174,174,174,174,8.0,9.0,Không,Nhà mặt tiền,Không có,5.38,17.29,1,16.0816887,108.2129154, Thanh Hải,Thanh Bình,hải châu,4.145718839095633,2.4408510205548475,2.9216352990440764
175,175,175,175,175,175,7.3,108.0,Không,Nhà mặt tiền,Không có,4.5,15.25,4,16.0817169,108.2140167, Thanh Long,Thanh Bình,hải châu,4.0421764395950905,2.4533603413311824,2.9707265074799136
176,176,176,176,176,176,7.5,96.0,Không,Nhà mặt tiền,Không có,5.0,19.3,3,16.0340279,108.2086379, Phạm Phú Tiết,Khuê Trung,cẩm lệ,5.3852071799055325,2.855217323985112,2.6445224011386603
177,177,177,177,177,177,7.3,9.0,Không,Nhà mặt tiền,Không có,7.8,12.0,4,16.0843185,108.2200094, Mai Lão Bạng,Thuận Phước,hải châu,3.647511546857605,2.8712146978225,3.526720668868393
178,178,178,178,178,178,5.7,70.0,Không,Nhà mặt tiền,Không có,5.0,14.0,3,16.0327697,108.2155964, Huy Cận,Hòa Cường Nam,hải châu,4.931994610337267,3.0062339205199984,3.038708960872851
179,179,179,179,179,179,13.0,74.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,8.602325267042627,8.602325267042627,5,16.0515372,108.2430561, An Thượng 29,Mỹ An,ngũ hành sơn,1.5538599558396735,3.479760890847416,4.367490997046025
180,180,180,180,180,180,9.4,54.0,Không,Nhà mặt tiền,Không có,4.2,12.7,4,16.0796069,108.2199666, Nguyễn Chí Thanh,Thạch Thang,hải châu,3.370685433348425,2.379669687795836,3.0928069863666847
181,181,181,181,181,181,4.4,75.0,Không,Nhà mặt tiền,Không có,5.0,15.0,3,16.0271261,108.2227875, Đào Trí,Hòa Cường Nam,hải châu,4.948169450041347,3.793211843926909,3.965450992763016
182,182,182,182,182,182,14.0,86.85547250981791,Không,Nhà mặt tiền,Không có,10.0,20.0,3,16.0297992,108.2407759, Lê Hữu Khánh,Khuê Mỹ,ngũ hành sơn,3.950192229226448,4.543451907274674,5.083083076951749
183,183,183,183,183,183,8.0,75.0,Không,Nhà mặt tiền,Không có,5.0,15.0,5,16.0649797,108.198504, Bế Văn Đàn,Chính Gián,thanh khê,5.247773043648762,1.5237805374226177,0.9675237196321947
184,184,184,184,184,184,8.0,9.0,Không,Nhà mặt tiền,Không có,5.38,17.29,2,16.0816887,108.2129154, Thanh Hải,Thanh Bình,hải châu,4.145718839095633,2.4408510205548475,2.9216352990440764
185,185,185,185,185,185,7.0,90.0,Không,Nhà mặt tiền,Không có,5.0,18.0,1,16.0343498,108.2158375, Trần Đức Thảo,Hòa Cường Nam,hải châu,4.789185027057959,2.8371977984309087,2.8966014413504264
186,186,186,186,186,186,9.5,58.0,Không,Nhà mặt tiền,Không có,4.0,15.0,4,16.0581242,108.2096926, Phạm Văn Nghị,Thạc Gián,thanh khê,4.119270591716148,0.2694382393663154,0.7586021554367057
187,187,187,187,187,187,9.5,60.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.745966692414834,7.745966692414834,4,16.0581242,108.2096926, Phạm Văn Nghị,Thạc Gián,thanh khê,4.119270591716148,0.2694382393663154,0.7586021554367057
188,188,188,188,188,188,15.0,58.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.7,12.5,4,16.0673648,108.2238819, Phạm Phú Thứ,Hải Châu I,hải châu,2.547082964386834,1.562431219233504,2.532721540916184
189,189,189,189,189,189,28.0,99.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.9498743710662,9.9498743710662,7,16.0785524,108.2159741, Đống Đa,Thuận Phước,hải châu,3.701212010223355,2.140773490999176,2.757123206999029
190,190,190,190,190,190,5.5,58.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.0,15.0,3,16.0887725,108.2170944, Đinh Công Tráng,Thuận Phước,hải châu,4.195426592279652,3.273344487679751,3.817929625373816
191,191,191,191,191,191,6.8,90.0,Không,Nhà mặt tiền,Không có,5.0,18.0,1,16.0343498,108.2158375, Trần Đức Thảo,Hòa Cường Nam,hải châu,4.789185027057959,2.8371977984309087,2.8966014413504264
192,192,192,192,192,192,10.5,81.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.0,9.0,3,16.0600634,108.2135488, Nguyễn Hoàng,Bình Hiên,hải châu,3.677019358396333,0.2087568387355273,1.206391277618806
193,193,193,193,193,193,4.7,74.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,4.5,16.5,3,16.033764,108.2131623, Chu Mạnh Trinh,Khuê Trung,cẩm lệ,5.04018331209715,2.8708848259674213,2.8279857644585062
194,194,194,194,194,194,16.0,10.0,Không,Nhà mặt tiền,Không có,6.0,17.0,5,16.0372528,108.2443479, Khuê Đông,Khuê Mỹ,ngũ hành sơn,3.0774488043116586,4.2895598545045415,4.977562375278097
195,195,195,195,195,195,27.0,19.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.7,23.0,1,16.0796069,108.2199666, Nguyễn Chí Thanh,Thạch Thang,hải châu,3.370685433348425,2.379669687795836,3.0928069863666847
196,196,196,196,196,196,16.0,93.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.643650760992957,9.643650760992957,4,16.0656447,108.2017156, Điện Biên Phủ,Chính Gián,thanh khê,4.904825881595817,1.25131956440354,0.938080530690646
197,197,197,197,197,197,7.7,90.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,9.486832980505138,9.486832980505138,3,16.0756001,108.241529, An Cư 5,Phước Mỹ,sơn trà,1.3488632814111037,3.651805609636921,4.629259334688505
198,198,198,198,198,198,11.5,170.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,13.038404810405298,13.038404810405298,1,16.0567276,108.244559, Thạch Lam,Phước Mỹ,sơn trà,0.9582388152364848,3.53723882121221,4.48311080962013
199,199,199,199,199,199,18.0,9.0,Không,Nhà mặt tiền,Không có,4.6,20.0,4,16.0756155,108.2177987, Nguyễn Thị Minh Khai,Thạch Thang,hải châu,3.3972169537976726,1.8839272329724108,2.601334464287596
200,200,200,200,200,200,7.2,51.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,11.6,4.6,2,16.0596622,108.2121322, Đỗ Quang,Vĩnh Trung,thanh khê,3.833504767302232,0.0524890094715491,1.0484830818026558
201,201,201,201,201,201,10.8,90.0,Không,Nhà mặt tiền,Không có,5.0,19.0,5,16.0585706,108.2054324, Nguyễn Văn Linh,Hòa Thuận Tây,hải châu,4.5604363210459615,0.6753726808198405,0.3317920992642868
202,202,202,202,202,202,7.9,105.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,7.0,15.0,3,16.0846923,108.2154509, Mai Am,Thanh Bình,hải châu,4.073824379674623,2.7992505407396404,3.3339469470636365
203,203,203,203,203,203,25.0,108.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,22.0,7,16.0690377,108.2154839, Chi Lăng,Hải Châu II,hải châu,3.4614463587162567,1.115605185666422,1.8953071270614588
204,204,204,204,204,204,6.2,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,5.0,20.0,3,16.0743266,108.1653113, Nguyễn Xí,Hòa Minh,liên chiểu,8.860913342298423,5.216008071174232,4.422608607068493
205,205,205,205,205,205,18.0,10.0,Không,Nhà mặt tiền,Không có,10.0,21.0,3,16.0385745,108.2095787, Thân Cảnh Phúc,Hòa Cường Bắc,hải châu,4.998846779112979,2.344360963098496,2.191639633874809
206,206,206,206,206,206,16.0,125.0,Không,Nhà mặt tiền,Không có,5.0,25.0,3,16.0829842,108.222509, 3/2,Thuận Phước,hải châu,3.34466104852696,2.830282420146071,3.5550154060462016
207,207,207,207,207,207,5.4,70.0,Không,Nhà mặt tiền,Không có,4.5,16.0,3,16.0674661,108.1932536, Thái Thị Bôi,Chính Gián,thanh khê,5.816508032438447,2.148548751079927,1.5167105211395546
208,208,208,208,208,208,16.3,100.0,Không,Nhà mặt tiền,Giấy tờ hợp lệ,10.0,10.0,3,16.0376383,108.2228608, Phan Đăng Lưu,Hòa Cường Bắc,hải châu,4.009143855461245,2.717152216121649,3.060147884876638
209,209,209,209,209,209,14.5,115.0,Không,Nhà mặt tiền,Không có,4.0,22.0,3,16.0265835,108.2216438, Núi Thành,Hòa Cường Nam,hải châu,5.064918314100853,3.814118698517583,3.951732364242439
210,210,210,210,210,210,30.0,50.0,Không,Nhà mặt tiền,Không có,10.0,25.0,4,16.0769651,108.2077401, Nguyễn Tất Thành,Tam Thuận,thanh khê,4.4640479014140535,1.9593214614625285,2.25171715293669
211,211,211,211,211,211,8.2,100.0,Không,Nhà mặt tiền,Không có,5.0,20.0,3,16.0240983,108.2133727, Trần Thủ Độ,Khuê Trung,cẩm lệ,5.809576430911255,3.940222909621391,3.8398712721790655
212,212,212,212,212,212,8.5,90.0,Không,Nhà mặt tiền,Không có,4.5,20.0,4,16.0409045,108.216236, Ỷ Lan Nguyên Phi,Hòa Cường Bắc,hải châu,4.274552178367,2.1335238989701337,2.316772417097155
213,213,213,213,213,213,6.5,50.0,Không,Nhà mặt tiền,Không có,4.25,11.5,2,16.0752395,108.2178613, Lê Lai,Thạch Thang,hải châu,3.376606440437154,1.847406044367052,2.5731289915678763
214,214,214,214,214,214,13.3,130.0,Không,Nhà mặt tiền,Không có,5.0,26.0,3,16.0370813,108.2089625, Phan Đăng Lưu,Khuê Trung,cẩm lệ,5.149603894154175,2.5155707381203776,2.32790560798626
215,215,215,215,215,215,21.5,100.0,Không,Nhà mặt tiền,Không có,6.5,15.5,2,16.0604012,108.2170183, Hoàng Diệu,Nam Dương,hải châu,3.304327533355402,0.5810390622936686,1.5756969397271998
216,216,216,216,216,216,7.0,67.0,Không,Nhà mặt tiền,Không có,5.0,13.5,3,16.0482538,108.2223433, Tống Phước Phổ,Hòa Cường Bắc,hải châu,3.265485097425974,1.7047286767759406,2.327590026306745
217,217,217,217,217,217,6.2,90.0,Không,Nhà mặt tiền,Không có,5.0,18.0,2,16.0585706,108.2054324, Nguyễn Văn Linh,Hòa Thuận Tây,hải châu,4.5604363210459615,0.6753726808198405,0.3317920992642868
