Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Latitude,Longitude,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng
48 m²,Thỏa thuận,1 phòng,,,Cơ bản,16.089019775390625,108.22830200195312,,,,,
"102,6 m²","4,1 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0252510667041,108.247232597902,"4,67 m",,Đông - Bắc,,2 tầng
"106,5 m²","3,03 tỷ",,,Đã có sổ hồng.,,15.9823844,108.272288,5 m,"7,5 m",Đông,,
"71,3 m²",5 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,16.0741465591922,108.237257003785,6 m,3 m,Đông - Nam,Tây - Bắc,1 tầng
"130,5 m²","7,2 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.061279296875,108.171142578125,5 m,33 m,Đông,,
150 m²,"1,2 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9777928671913,108.17730280973,"7,3 m",3 m,Nam,,
116 m²,"11,5 tỷ",3 phòng,3 phòng,,Đầy đủ.,16.0504326596997,108.21561264072,"6,7 m","7,5 m",Đông - Nam,Đông - Nam,3 tầng
180 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0778023148307,108.244204457151,10 m,"10,5 m",Bắc,,
"66,4 m²","3,95 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp.,16.0686168670654,108.244453430176,,,,,
62 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0760307312012,108.244514465332,,,,,
118 m²,13 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0390298826874,108.218066622099,5 m,"10,5 m",Tây,Nam,2 tầng
173 m²,61 tỷ,,,Sổ đỏ/ Sổ hồng,,16.0628557021547,108.241881224503,10 m,45 m,,,
140 m²,"18,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0399115830394,108.246947982853,9 m,25 m,,,
48 m²,Thỏa thuận,1 phòng,,,Cơ bản,16.089019775390625,108.22830200195312,,,,,
"102,6 m²","4,1 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0252510667041,108.247232597902,"4,67 m",,Đông - Bắc,,2 tầng
"106,5 m²","3,03 tỷ",,,Đã có sổ hồng.,,15.9823844,108.272288,5 m,"7,5 m",Đông,,
"71,3 m²",5 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,16.0741465591922,108.237257003785,6 m,3 m,Đông - Nam,Tây - Bắc,1 tầng
"130,5 m²","7,2 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.061279296875,108.171142578125,5 m,33 m,Đông,,
150 m²,"1,2 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9777928671913,108.17730280973,"7,3 m",3 m,Nam,,
116 m²,"11,5 tỷ",3 phòng,3 phòng,,Đầy đủ.,16.0504326596997,108.21561264072,"6,7 m","7,5 m",Đông - Nam,Đông - Nam,3 tầng
180 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0778023148307,108.244204457151,10 m,"10,5 m",Bắc,,
"66,4 m²","3,95 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp.,16.0686168670654,108.244453430176,,,,,
62 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0760307312012,108.244514465332,,,,,
92 m²,"4,9 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.0597953796387,108.230476379395,,,,,
"71,3 m²","5,3 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,16.088382720947266,108.22888946533203,,,Đông - Bắc,Đông - Bắc,
101 m²,"7,79 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0579068056845,108.24406304211,6 m,"5,5 m",,,
"55,4 m²","3,3 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0607352767864,108.232818170396,,,Tây - Nam,,
"67,5 m²","3,47 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0992445224346,108.248572090539,,"5,5 m",Tây,,
"117,5 m²",13 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0389294135445,108.218441659628,5 m,"10,5 m",Tây,,2 tầng
"71,3 m²",5 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,16.0741465591922,108.237257003785,6 m,3 m,Đông - Nam,Tây - Bắc,1 tầng
"130,5 m²","7,2 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.061279296875,108.171142578125,5 m,33 m,Đông,,
150 m²,"1,2 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9777928671913,108.17730280973,"7,3 m",3 m,Nam,,
116 m²,"11,5 tỷ",3 phòng,3 phòng,,Đầy đủ.,16.0504326596997,108.21561264072,"6,7 m","7,5 m",Đông - Nam,Đông - Nam,3 tầng
180 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0778023148307,108.244204457151,10 m,"10,5 m",Bắc,,
"66,4 m²","3,95 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Full nội thất cao cấp.,16.0686168670654,108.244453430176,,,,,
62 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0760307312012,108.244514465332,,,,,
92 m²,"4,9 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.0597953796387,108.230476379395,,,,,
"71,3 m²","5,3 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,16.088382720947266,108.22888946533203,,,Đông - Bắc,Đông - Bắc,
101 m²,"7,79 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0579068056845,108.24406304211,6 m,"5,5 m",,,
"55,4 m²","3,3 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0607352767864,108.232818170396,,,Tây - Nam,,
"67,5 m²","3,47 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0992445224346,108.248572090539,,"5,5 m",Tây,,
"117,5 m²",13 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0389294135445,108.218441659628,5 m,"10,5 m",Tây,,2 tầng
82 m²,"3,6 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0502873042483,108.215222113018,"6,2 m",3 m,,,2 tầng
"117,5 m²",13 tỷ,3 phòng,3 phòng,Đang chờ sổ,Đầy đủ,16.0389917048984,108.218002287934,5 m,"10,5 m",Tây,Đông,2 tầng
182 m²,12 tỷ,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.014426903112,108.221596572925,,"7,5 m",Tây - Bắc,,3 tầng
140 m²,14 tỷ,23 phòng,23 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0224484208285,108.210875965308,"7,5 m","7,5 m",Đông - Nam,Đông - Nam,6 tầng
56 m²,"4,6 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0415330926105,108.21808661338,"4,5 m",6 m,,,4 tầng
144 m²,"16,8 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0433806446573,108.244143276593,9 m,"10,5 m",Đông - Nam,,3 tầng
92 m²,"4,9 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.0597953796387,108.230476379395,,,,,
"71,3 m²","5,3 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,16.088382720947266,108.22888946533203,,,Đông - Bắc,Đông - Bắc,
101 m²,"7,79 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0579068056845,108.24406304211,6 m,"5,5 m",,,
"55,4 m²","3,3 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0607352767864,108.232818170396,,,Tây - Nam,,
"67,5 m²","3,47 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0992445224346,108.248572090539,,"5,5 m",Tây,,
"117,5 m²",13 tỷ,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0389294135445,108.218441659628,5 m,"10,5 m",Tây,,2 tầng
82 m²,"3,6 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,16.0502873042483,108.215222113018,"6,2 m",3 m,,,2 tầng
"117,5 m²",13 tỷ,3 phòng,3 phòng,Đang chờ sổ,Đầy đủ,16.0389917048984,108.218002287934,5 m,"10,5 m",Tây,Đông,2 tầng
182 m²,12 tỷ,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.014426903112,108.221596572925,,"7,5 m",Tây - Bắc,,3 tầng
140 m²,14 tỷ,23 phòng,23 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0224484208285,108.210875965308,"7,5 m","7,5 m",Đông - Nam,Đông - Nam,6 tầng
56 m²,"4,6 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0415330926105,108.21808661338,"4,5 m",6 m,,,4 tầng
144 m²,"16,8 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0433806446573,108.244143276593,9 m,"10,5 m",Đông - Nam,,3 tầng
131 m²,20 tỷ,20 phòng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0474149803753,108.246778244158,5 m,"5,5 m",,,7 tầng
"87,4 m²","12,5 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,16.0706659275786,108.223162948535,"3,5 m","10,5 m",Nam,Nam,3 tầng
105 m²,"6,75 tỷ",4 phòng,4 phòng,,,16.0726083303779,108.156235626273,,"5,5 m",Đông - Bắc,,3 tầng
185 m²,"13,5 tỷ",,,,,16.0356445,108.21037,10 m,"7,5 m",,,
72 m²,"5,69 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,16.0657336,108.1695504,"4,5 m",6 m,Đông - Bắc,,3 tầng
61 m²,"4,9 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.038675,108.2168941,"4,5 m",,,,3 tầng
80 m²,"5,59 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,16.0701176595968,108.16256181101,5 m,6 m,Đông - Nam,,3 tầng
56 m²,"4,6 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0415330926105,108.21808661338,"4,5 m",6 m,,,4 tầng
144 m²,"16,8 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0433806446573,108.244143276593,9 m,"10,5 m",Đông - Nam,,3 tầng
131 m²,20 tỷ,20 phòng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0474149803753,108.246778244158,5 m,"5,5 m",,,7 tầng
"87,4 m²","12,5 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,16.0706659275786,108.223162948535,"3,5 m","10,5 m",Nam,Nam,3 tầng
105 m²,"6,75 tỷ",4 phòng,4 phòng,,,16.0726083303779,108.156235626273,,"5,5 m",Đông - Bắc,,3 tầng
185 m²,"13,5 tỷ",,,,,16.0356445,108.21037,10 m,"7,5 m",,,
72 m²,"5,69 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,16.0657336,108.1695504,"4,5 m",6 m,Đông - Bắc,,3 tầng
61 m²,"4,9 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,16.038675,108.2168941,"4,5 m",,,,3 tầng
80 m²,"5,59 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,16.0701176595968,108.16256181101,5 m,6 m,Đông - Nam,,3 tầng
100 m²,"5,5 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0592072,108.1854167,,"7,5 m",Tây,,
"77,5 m²","3,09 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0693257739291,108.163420067372,5 m,"5,5 m",Tây - Bắc,,
105 m²,5 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0810292006074,108.165008758449,5 m,"7,5 m",Đông - Nam,,
90 m²,"3,85 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0773357,108.15888,5 m,"7,5 m",Đông - Bắc,,
134 m²,"7,7 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0423879,108.2089649,,,,,
448 m²,69 tỷ,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.0435066223145,108.248374938965,,,,,3 tầng
"87,5 m²","5,3 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0338028,108.2172083,,,Đông,,
70 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,Cơ bản,15.9819472245534,108.260008335114,,,,,
121 m²,"5,7 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.095539,108.2496856,5 m,,Tây,,2 tầng
159 m²,"14,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.06973816737,108.24306454367,,,,,
134 m²,"7,7 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0423879,108.2089649,,,,,
448 m²,69 tỷ,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.0435066223145,108.248374938965,,,,,3 tầng
"87,5 m²","5,3 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0338028,108.2172083,,,Đông,,
70 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,Cơ bản,15.9819472245534,108.260008335114,,,,,
121 m²,"5,7 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.095539,108.2496856,5 m,,Tây,,2 tầng
159 m²,"14,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.06973816737,108.24306454367,,,,,
105 m²,"3,3 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9970492,108.2660321,7 m,5 m,Đông - Nam,,
"62,2 m²",Thỏa thuận,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.076030731201172,108.24451446533203,,,,,
73 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.069961547851562,108.24534606933594,,,,,
73 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0699615478516,108.245346069336,,,Bắc,Nam,
101 m²,"7,79 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,16.0575435243363,108.243966773955,"5,3 m","5,5 m",,,1 tầng
120 m²,Thỏa thuận,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,16.033109664917,108.224235534668,6 m,,,,4 tầng
120 m²,Thỏa thuận,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,- Bàn giao thô không nội thất.,16.033109664916992,108.22423553466797,6 m,"7,5 m",,,
65 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0686168670654,108.244453430176,,,,,
126 m²,"10,5 tỷ",,,,,16.0532013095968,108.233639625667,5 m,,,,
80 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.069961547851562,108.24534606933594,,,,,
73 m²,Thỏa thuận,2 phòng,2 phòng,,,16.0699615478516,108.245346069336,,,,,
170 m²,"20,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0725489352633,108.242990570423,"10,3 m","15,5 m",Đông,,
122 m²,"8,5 tỷ",10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0629995864368,108.220510666967,,5 m,Tây - Bắc,,5 tầng
80 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.069961547851562,108.24534606933594,,,,,
73 m²,Thỏa thuận,2 phòng,2 phòng,,,16.0699615478516,108.245346069336,,,,,
170 m²,"20,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0725489352633,108.242990570423,"10,3 m","15,5 m",Đông,,
122 m²,"8,5 tỷ",10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0629995864368,108.220510666967,,5 m,Tây - Bắc,,5 tầng
"181,6 m²",15 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0825180060768,108.233166100888,10 m,"15,5 m",Đông,,
340 m²,"21,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0392843564541,108.246861212098,20 m,"5,5 m",,,
140 m²,"28,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0515006474395,108.245280210986,10 m,105 m,,,
100 m²,"3,75 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0099559233336,108.222049063326,5 m,"7,5 m",Tây - Nam,,
10.100 m²,63 tỷ,,,Sổ đỏ/ Sổ hồng,,16.0826282232719,108.112475915213,100 m,20 m,,,
98 m²,"3,7 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9861233,108.2688832,5 m,"7,5 m",Đông - Nam,,
"198,2 m²",11 tỷ,,,Sổ đỏ/ Sổ hồng,,15.9910974502563,108.260215759277,"10,61 m","10,5 m",Đông - Nam,,
100 m²,"2,79 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9970492,108.2660321,5 m,"5,5 m",Đông,,
1.600 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0862291,108.1582854,"63,5 m",,Đông - Bắc,,
116 m²,"12,5 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,16.0505142083571,108.21503233102,7 m,9 m,,,3 tầng
"92,5 m²","4,2 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0023233,108.2190593,5 m,,Đông - Bắc,,2 tầng
70 m²,5 tỷ,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,16.0353030133989,108.214566185268,5 m,"5,5 m",,,1 tầng
70 m²,"7,2 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0734872405303,108.241139949571,5 m,75 m,Đông,Đông,
95 m²,"12,5 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0497063934181,108.24071214815,45 m,"7,5 m",Đông,Đông,
116 m²,"10,8 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0816673593624,108.244907972402,9 m,7 m,Bắc,,
"198,2 m²",11 tỷ,,,Sổ đỏ/ Sổ hồng,,15.9910974502563,108.260215759277,"10,61 m","10,5 m",Đông - Nam,,
100 m²,"2,79 tỷ",,,Sổ đỏ/ Sổ hồng,,15.9970492,108.2660321,5 m,"5,5 m",Đông,,
1.600 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0862291,108.1582854,"63,5 m",,Đông - Bắc,,
116 m²,"12,5 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,16.0505142083571,108.21503233102,7 m,9 m,,,3 tầng
"92,5 m²","4,2 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0023233,108.2190593,5 m,,Đông - Bắc,,2 tầng
70 m²,5 tỷ,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,16.0353030133989,108.214566185268,5 m,"5,5 m",,,1 tầng
70 m²,"7,2 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,16.0734872405303,108.241139949571,5 m,75 m,Đông,Đông,
95 m²,"12,5 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0497063934181,108.24071214815,45 m,"7,5 m",Đông,Đông,
116 m²,"10,8 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0816673593624,108.244907972402,9 m,7 m,Bắc,,
37 m²,"2,25 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,16.0760307312012,108.244514465332,,,Đông,Tây - Bắc,
100 m²,11 tỷ,,,Đã có sổ.,,16.0802273,108.245146,5 m,33 m,Nam,,
90 m²,"6,7 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0773562,108.2422717,5 m,"5,5 m",Bắc,,
95 m²,"8,9 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0755114,108.2423258,5 m,"7,5 m",Bắc,,
100 m²,"8,2 tỷ",,,Sổ đỏ/ Sổ hồng,,16.077613,108.2422756,5 m,"5,5 m",Tây,,
90 m²,"4,8 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0938031014303,108.235414267542,5 m,30 m,Đông - Bắc,,
75 m²,"4,2 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0872215761813,108.246696596448,5 m,"5,5 m",Nam,,
100 m²,4 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0974959,108.2320457,5 m,"7,5 m",Đông - Bắc,,
100 m²,"1,46 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0562227494671,108.090484382069,5 m,"7,5 m",Tây - Bắc,,
100 m²,"5,2 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0823651,108.2339272,5 m,"5,5 m",Nam,,
90 m²,"4,8 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0938031014303,108.235414267542,5 m,30 m,Đông - Bắc,,
75 m²,"4,2 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0872215761813,108.246696596448,5 m,"5,5 m",Nam,,
100 m²,4 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0974959,108.2320457,5 m,"7,5 m",Đông - Bắc,,
100 m²,"1,46 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0562227494671,108.090484382069,5 m,"7,5 m",Tây - Bắc,,
100 m²,"5,2 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0823651,108.2339272,5 m,"5,5 m",Nam,,
71 m²,"2,05 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,15.983246803283691,108.25209045410156,,,Đông,Tây - Bắc,
76 m²,"7,2 tỷ",2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.0689552274011,108.235382628716,"5,1 m","5,5 m",Tây - Bắc,,
119 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,16.0979642500407,108.132832937005,5 m,"5,5 m",Tây - Bắc,,
182 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0576103006784,108.2441886493,10 m,,,,
300 m²,"11,5 tỷ",,,Sổ đỏ/ Sổ hồng,,15.991097450256348,108.26021575927734,15 m,"15,5 m",Đông,,
100 m²,"6,85 tỷ",,,Sổ đỏ/ Sổ hồng.,,16.0326771564604,108.229165413581,5 m,"7,5 m",Bắc,,
100 m²,"17,9 tỷ",,,Sổ đỏ/ Sổ hồng,,16.0834515042028,108.229296585835,5 m,,Tây,,
67 m²,2 tỷ,2 phòng,2 phòng,Hợp đồng mua bán,,16.0531692504883,108.248153686523,,,,,
197 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,16.0590712334833,108.232863059821,10 m,3 m,Đông - Nam,,
300 m²,Thỏa thuận,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.029903411865234,108.24016571044922,15 m,"7,5 m",Đông - Bắc,Đông - Bắc,2 tầng
115 m²,Thỏa thuận,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0155427,108.261175,5 m,"5,5 m",Tây - Nam,Tây - Nam,5 tầng
161 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,16.0141589,108.2581179,"7,4 m","7,5 m",Đông - Nam,,
337 m²,50 triệu/m²,,,Sổ đỏ/ Sổ hồng,,16.0433529992705,108.24433098213,12 m,5 m,Đông - Nam,,
200 m²,9 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0143033,108.2570291,10 m,"5,5 m",Tây - Bắc,,
161 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng.,,16.0141589,108.2581179,"7,4 m","7,5 m",Đông - Nam,,
337 m²,50 triệu/m²,,,Sổ đỏ/ Sổ hồng,,16.0433529992705,108.24433098213,12 m,5 m,Đông - Nam,,
200 m²,9 tỷ,,,Sổ đỏ/ Sổ hồng.,,16.0143033,108.2570291,10 m,"5,5 m",Tây - Bắc,,
100 m²,Thỏa thuận,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,16.0023524,108.2616666,5 m,"5,5 m",Đông - Nam,Đông - Nam,2 tầng
"198,5 m²",Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,16.0176566,108.2577675,"8,3 m",15 m,Đông - Bắc,,
"46,5 m²",Thỏa thuận,2 phòng,1 phòng,,Cao cấp nhất.,16.090421217152,108.227421283722,,,,,
100 m²,"4,2 tỷ",,,,,16.0183067321777,108.221748352051,,,Đông - Nam,,
361 m²,"12,5 tỷ",,,Sổ đỏ/ Sổ hồng.,,15.9910974502563,108.260215759277,"13,29 m",30 m,Bắc,,
"98,5 m²",Thỏa thuận,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.0176198,108.2563598,5 m,"5,5 m",Bắc,Bắc,1 tầng
200 m²,7 tỷ,,,Sổ đỏ/ Sổ hồng,,15.9966209,108.2669781,10 m,"5,5 m",Tây,,
105 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.038877487182617,108.24740600585938,,,Tây - Nam,Đông - Bắc,
"77,4 m²",5 tỷ,2 phòng,2 phòng,HĐMB,Đầy đủ.,16.0388774871826,108.247406005859,,,Tây - Nam,Đông - Bắc,
72 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.05558967590332,108.22355651855469,,,Đông - Nam,Đông - Nam,
82 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.1001110076904,108.228858947754,,,Tây - Bắc,Đông - Nam,
130 m²,"10,5 tỷ",,,Sổ đỏ/ Sổ hồng,,16.037002123944,108.219809877584,5 m,"10,5 m",Đông - Bắc,,
63 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,15.983246803283691,108.25209045410156,,,Tây - Bắc,Đông - Nam,
"202,6 m²",71 tỷ,50 phòng,55 phòng,Sổ hồng,Nội thất cao cấp,16.0671719,108.2443389,9 m,23 m,Tây,Tây,12 tầng
85 m²,"18,5 tỷ",15 phòng,,Sổ đỏ/ Sổ hồng,,16.0514824040298,108.243947553172,5 m,55 m,,,8 tầng
100 m²,"2,3 tỷ",,,,,16.09357261657715,108.12629699707031,,,Đông - Bắc,,
200 m²,7 tỷ,,,Sổ đỏ/ Sổ hồng,,15.9966209,108.2669781,10 m,"5,5 m",Tây,,
105 m²,Thỏa thuận,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.038877487182617,108.24740600585938,,,Tây - Nam,Đông - Bắc,
"77,4 m²",5 tỷ,2 phòng,2 phòng,HĐMB,Đầy đủ.,16.0388774871826,108.247406005859,,,Tây - Nam,Đông - Bắc,
72 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,16.05558967590332,108.22355651855469,,,Đông - Nam,Đông - Nam,
82 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,16.1001110076904,108.228858947754,,,Tây - Bắc,Đông - Nam,
